Date,Open,High,Low,Close,Volume,Market_Cap,DayOfWeek,Year,Month,Day
2013-08-31,0.005913,0.0060810000000000005,0.005576,0.005632,0,44028635.0,Saturday,2013,8,31
2013-09-01,0.0056229999999999995,0.005872,0.005574,0.005787,0,45239783.0,Sunday,2013,9,1
2013-09-02,0.005799,0.006115,0.005507,0.005528,0,43216200.0,Monday,2013,9,2
2013-09-03,0.005518,0.005693,0.005405,0.0056700000000000006,0,44326106.0,Tuesday,2013,9,3
2013-09-04,0.00566,0.0062759999999999995,0.005507,0.005695,0,44522804.0,Wednesday,2013,9,4
2013-09-05,0.005696,0.005991,0.005474000000000001,0.005715,0,44677286.0,Thursday,2013,9,5
2013-09-06,0.005717,0.006151,0.005627,0.005866,0,45856302.0,Friday,2013,9,6
2013-09-07,0.005853,0.00627,0.005832,0.006173,0,48259599.0,Saturday,2013,9,7
2013-09-08,0.0061719999999999995,0.006304,0.0061200000000000004,0.006183,0,48338325.0,Sunday,2013,9,8
2013-09-09,0.006193,0.006552,0.006079,0.00627,0,49018247.0,Monday,2013,9,9
2013-09-10,0.006278,0.006332,0.005807,0.005808,0,45404897.0,Tuesday,2013,9,10
2013-09-11,0.005807,0.006393,0.005698,0.006273,0,49043421.0,Wednesday,2013,9,11
2013-09-12,0.006287,0.006442,0.0060079999999999995,0.0063490000000000005,0,49632890.0,Thursday,2013,9,12
2013-09-13,0.006334,0.00672,0.0063159999999999996,0.006513,0,50918776.0,Friday,2013,9,13
2013-09-14,0.006515000000000001,0.00655,0.006288,0.00634,0,49564170.0,Saturday,2013,9,14
2013-09-15,0.0063490000000000005,0.006516,0.0063490000000000005,0.0064719999999999995,0,50595585.0,Sunday,2013,9,15
2013-09-16,0.006495999999999999,0.0070799999999999995,0.0062439999999999996,0.007056000000000001,0,55164281.0,Monday,2013,9,16
2013-09-17,0.007086,0.009658,0.007058,0.009613,0,75152827.0,Tuesday,2013,9,17
2013-09-18,0.009617,0.010870999999999999,0.009595000000000001,0.010782,0,84291706.0,Wednesday,2013,9,18
2013-09-19,0.010773999999999999,0.011151000000000001,0.010773999999999999,0.010957999999999999,0,85666873.0,Thursday,2013,9,19
2013-09-20,0.010962000000000001,0.011142,0.010084000000000001,0.010112999999999999,0,79063101.0,Friday,2013,9,20
2013-09-21,0.010106,0.010123,0.009643,0.0097,0,75835642.0,Saturday,2013,9,21
2013-09-22,0.009734,0.010551999999999999,0.009689,0.010406,0,81353743.0,Sunday,2013,9,22
2013-09-23,0.010395,0.010698000000000001,0.009995,0.010008,0,78239096.0,Monday,2013,9,23
2013-09-24,0.010015999999999999,0.010467,0.010009,0.010448,0,81684440.0,Tuesday,2013,9,24
2013-09-25,0.010459,0.010728,0.010433,0.010433,0,81563262.0,Wednesday,2013,9,25
2013-09-26,0.010431999999999999,0.012094,0.010431999999999999,0.011713,0,91574070.0,Thursday,2013,9,26
2013-09-27,0.011765000000000001,0.014674000000000001,0.011765000000000001,0.014565999999999999,0,113875383.0,Friday,2013,9,27
2013-09-28,0.014966,0.014966,0.013781,0.013835,0,108162069.0,Saturday,2013,9,28
2013-09-29,0.013847,0.014253,0.012856999999999999,0.012868000000000001,0,100599042.0,Sunday,2013,9,29
2013-09-30,0.01285,0.01285,0.010543,0.010931999999999999,0,85467517.0,Monday,2013,9,30
2013-10-01,0.010906,0.012447,0.010517,0.010529,0,82312216.0,Tuesday,2013,10,1
2013-10-02,0.010518000000000001,0.010518000000000001,0.007146,0.007862000000000001,0,61466360.0,Wednesday,2013,10,2
2013-10-03,0.007779,0.009112,0.0077069999999999994,0.009112,0,71234188.0,Thursday,2013,10,3
2013-10-04,0.008922,0.010012,0.008922,0.009873,0,77187120.0,Friday,2013,10,4
2013-10-05,0.009676,0.00975,0.00912,0.009488,0,74176060.0,Saturday,2013,10,5
2013-10-06,0.009474,0.010598999999999999,0.009474,0.009819,0,76764407.0,Sunday,2013,10,6
2013-10-07,0.009669,0.009669,0.009197,0.00924,0,72233940.0,Monday,2013,10,7
2013-10-08,0.009225,0.009748999999999999,0.009114,0.009451000000000001,0,73884453.0,Tuesday,2013,10,8
2013-10-09,0.009439,0.009747,0.009391,0.009663,0,75545285.0,Wednesday,2013,10,9
2013-10-10,0.009662,0.010115,0.009622,0.009861,0,77089631.0,Thursday,2013,10,10
2013-10-11,0.009884,0.009893,0.008917,0.00897,0,70127097.0,Friday,2013,10,11
2013-10-12,0.008912,0.009408,0.008485,0.009382,0,73347833.0,Saturday,2013,10,12
2013-10-13,0.009382,0.00941,0.008184,0.008412000000000001,0,65761509.0,Sunday,2013,10,13
2013-10-14,0.008485,0.008759999999999999,0.008401,0.008489,0,66366536.0,Monday,2013,10,14
2013-10-15,0.008504000000000001,0.008504000000000001,0.007935,0.008051,0,62941909.0,Tuesday,2013,10,15
2013-10-16,0.008068,0.008131000000000001,0.007176999999999999,0.007305,0,57107730.0,Wednesday,2013,10,16
2013-10-17,0.007298000000000001,0.008415,0.007287,0.008343000000000001,0,65224107.0,Thursday,2013,10,17
2013-10-18,0.00835,0.008431999999999999,0.007645999999999999,0.007942,0,62093355.0,Friday,2013,10,18
2013-10-19,0.007940000000000001,0.008024,0.006779,0.007252,0,56694711.0,Saturday,2013,10,19
2013-10-20,0.00722,0.00757,0.0065829999999999994,0.0067,0,52377125.0,Sunday,2013,10,20
2013-10-21,0.006706999999999999,0.006931999999999999,0.006614,0.006634,0,51865992.0,Monday,2013,10,21
2013-10-22,0.00665,0.006954000000000001,0.006527,0.006845,0,53516426.0,Tuesday,2013,10,22
2013-10-23,0.006829000000000001,0.007873,0.006795000000000001,0.007873,0,61551184.0,Wednesday,2013,10,23
2013-10-24,0.007906,0.008813,0.006501000000000001,0.008596,0,67201721.0,Thursday,2013,10,24
2013-10-25,0.00857,0.008745999999999999,0.0065060000000000005,0.00686,0,53632209.0,Friday,2013,10,25
2013-10-26,0.006887999999999999,0.006887999999999999,0.00599,0.006064,0,47410889.0,Saturday,2013,10,26
2013-10-27,0.00604,0.006842,0.00604,0.006842,0,53493207.0,Sunday,2013,10,27
2013-10-28,0.006834000000000001,0.006834000000000001,0.005942,0.005942,0,46453823.0,Monday,2013,10,28
2013-10-29,0.005942,0.006,0.005811,0.005998,0,46892407.0,Tuesday,2013,10,29
2013-10-30,0.006014,0.006209,0.005797,0.005854,0,45768350.0,Wednesday,2013,10,30
2013-10-31,0.005853,0.006093,0.005823,0.006072999999999999,0,47476950.0,Thursday,2013,10,31
2013-11-01,0.006075,0.0063560000000000005,0.006024,0.006353,0,49670963.0,Friday,2013,11,1
2013-11-02,0.006346,0.006848999999999999,0.006219,0.006814,0,53274385.0,Saturday,2013,11,2
2013-11-03,0.006807,0.007383,0.006763,0.00716,0,55978045.0,Sunday,2013,11,3
2013-11-04,0.007147,0.00745,0.006908,0.007011,0,54811929.0,Monday,2013,11,4
2013-11-05,0.007014,0.007305,0.0064719999999999995,0.00715,0,55899163.0,Tuesday,2013,11,5
2013-11-06,0.007137,0.007831999999999999,0.007137,0.007776000000000001,0,60789253.0,Wednesday,2013,11,6
2013-11-07,0.007751000000000001,0.009046,0.007749,0.008939,0,69883022.0,Thursday,2013,11,7
2013-11-08,0.008983,0.010776,0.008965,0.010722,0,83819505.0,Friday,2013,11,8
2013-11-09,0.010679000000000001,0.011129,0.008403,0.008653000000000001,0,67644526.0,Saturday,2013,11,9
2013-11-10,0.008859,0.008907,0.007051999999999999,0.008609,0,67307340.0,Sunday,2013,11,10
2013-11-11,0.008595,0.009302,0.008237999999999999,0.008681,0,67866007.0,Monday,2013,11,11
2013-11-12,0.008697,0.009568,0.008675,0.009557,0,74713696.0,Tuesday,2013,11,12
2013-11-13,0.009578,0.011666,0.009564,0.010846,0,84792051.0,Wednesday,2013,11,13
2013-11-14,0.01082,0.011191,0.009304999999999999,0.009646,0,75413554.0,Thursday,2013,11,14
2013-11-15,0.009628,0.010115,0.009221,0.009685,0,75714152.0,Friday,2013,11,15
2013-11-16,0.009669,0.010429,0.00963,0.01014,0,79270275.0,Saturday,2013,11,16
2013-11-17,0.010157,0.01067,0.00998,0.010209000000000001,0,79811273.0,Sunday,2013,11,17
2013-11-18,0.010301000000000001,0.011719,0.009035,0.010918,0,85352594.0,Monday,2013,11,18
2013-11-19,0.010602,0.011881000000000001,0.005561,0.007225,0,56486365.0,Tuesday,2013,11,19
2013-11-20,0.007134000000000001,0.007547,0.005686,0.0074670000000000005,0,58373838.0,Wednesday,2013,11,20
2013-11-21,0.007511,0.01008,0.0072959999999999995,0.009935,0,77672768.0,Thursday,2013,11,21
2013-11-22,0.009958,0.00998,0.008596,0.009717,0,75969562.0,Friday,2013,11,22
2013-11-23,0.009555,0.010546999999999999,0.009555,0.009798000000000001,0,76595853.0,Saturday,2013,11,23
2013-11-24,0.009773,0.011812000000000001,0.009064000000000001,0.011668000000000001,0,91218356.0,Sunday,2013,11,24
2013-11-25,0.011742,0.018444,0.011742,0.018208000000000002,0,142348137.0,Monday,2013,11,25
2013-11-26,0.018858,0.030395,0.018759,0.029912,0,233852628.0,Tuesday,2013,11,26
2013-11-27,0.029991000000000004,0.029991000000000004,0.02235,0.024096,0,188378309.0,Wednesday,2013,11,27
2013-11-28,0.027879,0.030111000000000002,0.027837999999999998,0.028981,0,226572609.0,Thursday,2013,11,28
2013-11-29,0.029264,0.031561,0.028366000000000002,0.030986,0,242247478.0,Friday,2013,11,29
2013-11-30,0.0309,0.038386,0.030338,0.038386,0,300099081.0,Saturday,2013,11,30
2013-12-01,0.03916,0.055028999999999995,0.03916,0.05149600000000001,0,402593962.0,Sunday,2013,12,1
2013-12-02,0.052384,0.061266999999999995,0.052139,0.055251999999999996,0,431954829.0,Monday,2013,12,2
2013-12-03,0.055415,0.055415,0.048076,0.048672,0,380509987.0,Tuesday,2013,12,3
2013-12-04,0.048551,0.058846,0.048264,0.058691999999999994,0,458848369.0,Wednesday,2013,12,4
2013-12-05,0.058772000000000005,0.06144500000000001,0.048922,0.055153,0,431179294.0,Thursday,2013,12,5
2013-12-06,0.055009,0.055009,0.042211,0.042211,0,330004855.0,Friday,2013,12,6
2013-12-07,0.042207999999999996,0.04359,0.031252999999999996,0.033066000000000005,0,258510253.0,Saturday,2013,12,7
2013-12-08,0.032756,0.036869,0.031594,0.036456,0,285005081.0,Sunday,2013,12,8
2013-12-09,0.036361000000000004,0.041491,0.035702,0.03893,0,304352013.0,Monday,2013,12,9
2013-12-10,0.03889,0.044174,0.03889,0.043784,0,342296141.0,Tuesday,2013,12,10
2013-12-11,0.043818,0.044342,0.036322,0.037937,0,296590412.0,Wednesday,2013,12,11
2013-12-12,0.038120999999999995,0.038832,0.034241,0.03465,0,270892227.0,Thursday,2013,12,12
2013-12-13,0.034649,0.036897000000000006,0.033922,0.035144999999999996,0,274760519.0,Friday,2013,12,13
2013-12-14,0.035431,0.035431,0.031941000000000004,0.031941000000000004,0,249707309.0,Saturday,2013,12,14
2013-12-15,0.032039,0.032039,0.028414,0.029137,0,227789073.0,Sunday,2013,12,15
2013-12-16,0.029212000000000002,0.029276,0.020862000000000002,0.021565,0,168589666.0,Monday,2013,12,16
2013-12-17,0.021399,0.021612,0.018043,0.018313,0,143170579.0,Tuesday,2013,12,17
2013-12-18,0.017971,0.018571,0.012325,0.015852,0,123933098.0,Wednesday,2013,12,18
2013-12-19,0.015783000000000002,0.021546,0.015313,0.021072999999999998,0,164747173.0,Thursday,2013,12,19
2013-12-20,0.021141,0.023278999999999998,0.019852,0.020850999999999998,0,163010820.0,Friday,2013,12,20
2013-12-21,0.020978999999999998,0.022572,0.020305,0.021684000000000002,0,169521559.0,Saturday,2013,12,21
2013-12-22,0.021571,0.023839,0.020959000000000002,0.021716,0,169773295.0,Sunday,2013,12,22
2013-12-23,0.021571,0.023965,0.021485,0.023702,0,185301187.0,Monday,2013,12,23
2013-12-24,0.023698,0.024124,0.022305000000000002,0.022575,0,176487298.0,Tuesday,2013,12,24
2013-12-25,0.022599,0.022599,0.021434,0.022042,0,172318800.0,Wednesday,2013,12,25
2013-12-26,0.022098,0.024891,0.022098,0.024385,0,190638461.0,Thursday,2013,12,26
2013-12-27,0.024426,0.027123,0.023527,0.027076,148422,211674057.0,Friday,2013,12,27
2013-12-28,0.027554000000000002,0.028106,0.026629000000000003,0.027302999999999997,143404,213453409.0,Saturday,2013,12,28
2013-12-29,0.027311000000000002,0.027535000000000004,0.026626999999999998,0.027218,56772,212784197.0,Sunday,2013,12,29
2013-12-30,0.027055000000000003,0.02775,0.026985000000000002,0.027460000000000002,72634,214680817.0,Monday,2013,12,30
2013-12-31,0.027675,0.027738,0.027022000000000004,0.02733,63621,213663710.0,Tuesday,2013,12,31
2014-01-01,0.027364999999999997,0.02781,0.026813999999999998,0.026944,58533,210649132.0,Wednesday,2014,1,1
2014-01-02,0.027014,0.02943,0.026438999999999997,0.028725999999999998,128914,224573575.0,Thursday,2014,1,2
2014-01-03,0.028788,0.029018000000000002,0.02732,0.027627,89780,215987968.0,Friday,2014,1,3
2014-01-04,0.027781,0.028370999999999997,0.026794,0.028129,60973,219911767.0,Saturday,2014,1,4
2014-01-05,0.028098,0.029668,0.02489,0.025230000000000002,200438,197241451.0,Sunday,2014,1,5
2014-01-06,0.025297999999999998,0.027385000000000003,0.024276,0.0257,184478,200922113.0,Monday,2014,1,6
2014-01-07,0.025799000000000002,0.026409,0.022986000000000003,0.022986000000000003,73761,179703578.0,Tuesday,2014,1,7
2014-01-08,0.022825,0.024723,0.022257,0.023227,82941,181589253.0,Wednesday,2014,1,8
2014-01-09,0.022997,0.023375999999999997,0.021195,0.022368,100357,174873686.0,Thursday,2014,1,9
2014-01-10,0.022366999999999998,0.022903,0.021744,0.022837,64111,178540276.0,Friday,2014,1,10
2014-01-11,0.022721,0.024232,0.022575,0.024019,70390,187776331.0,Saturday,2014,1,11
2014-01-12,0.024162,0.024396,0.022044,0.022044,42581,172333654.0,Sunday,2014,1,12
2014-01-13,0.021961,0.021991999999999998,0.020657,0.021664,15328,169369892.0,Monday,2014,1,13
2014-01-14,0.021724,0.022,0.021032,0.021186,41916,165628250.0,Tuesday,2014,1,14
2014-01-15,0.021182,0.022394,0.021122,0.022221,25189,173722111.0,Wednesday,2014,1,15
2014-01-16,0.022205000000000003,0.022343000000000002,0.021024,0.021024,58851,164360188.0,Thursday,2014,1,16
2014-01-17,0.02099,0.021148,0.020097999999999998,0.02053,72572,160498932.0,Friday,2014,1,17
2014-01-18,0.020559,0.021374,0.020559,0.021279,21242,166352968.0,Saturday,2014,1,18
2014-01-19,0.021314,0.021419999999999998,0.020333,0.020875,69842,163201577.0,Sunday,2014,1,19
2014-01-20,0.020886000000000002,0.021041,0.019618,0.019856,67712,155234365.0,Monday,2014,1,20
2014-01-21,0.019849000000000002,0.02018,0.019642,0.019927,82453,155789435.0,Tuesday,2014,1,21
2014-01-22,0.019986,0.02002,0.019227,0.019389,60703,151577938.0,Wednesday,2014,1,22
2014-01-23,0.019385,0.019461000000000003,0.018473,0.018535,106755,144900678.0,Thursday,2014,1,23
2014-01-24,0.018525,0.018525,0.017709,0.018126,136622,141707852.0,Friday,2014,1,24
2014-01-25,0.018106999999999998,0.019348,0.018037,0.019141,75029,149645356.0,Saturday,2014,1,25
2014-01-26,0.019132,0.020252000000000003,0.018969,0.020128,77411,157362395.0,Sunday,2014,1,26
2014-01-27,0.020113,0.02053,0.018588999999999998,0.018966999999999998,124685,148278789.0,Monday,2014,1,27
2014-01-28,0.019362,0.0211,0.019356,0.020605000000000002,100169,161089965.0,Tuesday,2014,1,28
2014-01-29,0.020541,0.02065,0.020024,0.020337,73134,158990079.0,Wednesday,2014,1,29
2014-01-30,0.020326,0.020619,0.019898,0.020337,90862,158989298.0,Thursday,2014,1,30
2014-01-31,0.020322,0.020578,0.020121,0.020503999999999998,98529,160298012.0,Friday,2014,1,31
2014-02-01,0.020519,0.021141999999999998,0.020432,0.020697999999999998,123949,161815465.0,Saturday,2014,2,1
2014-02-02,0.020745,0.021884,0.020733,0.02156,112301,168555267.0,Sunday,2014,2,2
2014-02-03,0.021531,0.021653,0.021184,0.021402,74739,167314568.0,Monday,2014,2,3
2014-02-04,0.0214,0.021586,0.020974,0.020997,75453,164155359.0,Tuesday,2014,2,4
2014-02-05,0.021047999999999997,0.02107,0.020357,0.020357,54085,159150346.0,Wednesday,2014,2,5
2014-02-06,0.02045,0.020653,0.01942,0.019753,97667,154422868.0,Thursday,2014,2,6
2014-02-07,0.019780000000000002,0.019780000000000002,0.016606,0.018377,153029,143672488.0,Friday,2014,2,7
2014-02-08,0.018046,0.018606,0.017174000000000002,0.017487,54013,136709875.0,Saturday,2014,2,8
2014-02-09,0.017422999999999998,0.018315,0.016996999999999998,0.01739,64662,135951540.0,Sunday,2014,2,9
2014-02-10,0.017361,0.018305000000000002,0.013475999999999998,0.016677,38466,130375039.0,Monday,2014,2,10
2014-02-11,0.018172999999999998,0.018497,0.015769,0.017681,63155,138231237.0,Tuesday,2014,2,11
2014-02-12,0.017697,0.017831,0.015537,0.017174000000000002,67226,134262876.0,Wednesday,2014,2,12
2014-02-13,0.017161000000000003,0.017228,0.014538999999999998,0.016079,64399,125701505.0,Thursday,2014,2,13
2014-02-14,0.016059,0.017144,0.014043,0.016367,126825,127953057.0,Friday,2014,2,14
2014-02-15,0.01651,0.01651,0.015714,0.016083,82831,125731994.0,Saturday,2014,2,15
2014-02-16,0.016089,0.016447999999999997,0.014669,0.015338,80122,119913139.0,Sunday,2014,2,16
2014-02-17,0.01529,0.015959,0.015092,0.015294,110878,119562898.0,Monday,2014,2,17
2014-02-18,0.015308,0.015698,0.014986000000000001,0.015286000000000001,152124,119505045.0,Tuesday,2014,2,18
2014-02-19,0.015243000000000001,0.015607,0.015055,0.015237,106281,119121969.0,Wednesday,2014,2,19
2014-02-20,0.015198,0.015484999999999999,0.014172,0.014251,217393,111415875.0,Thursday,2014,2,20
2014-02-21,0.014302,0.015203,0.013732,0.015069999999999998,124321,117817163.0,Friday,2014,2,21
2014-02-22,0.015103,0.015740999999999998,0.014583,0.015681999999999998,88006,122597021.0,Saturday,2014,2,22
2014-02-23,0.015609999999999999,0.016076,0.015347999999999999,0.015412,103944,120487754.0,Sunday,2014,2,23
2014-02-24,0.015411000000000001,0.015543000000000001,0.013590000000000001,0.013590000000000001,141564,106241995.0,Monday,2014,2,24
2014-02-25,0.013605,0.013669999999999998,0.010839,0.01299,293736,101551261.0,Tuesday,2014,2,25
2014-02-26,0.013019,0.014181000000000001,0.013019,0.014093000000000001,70979,110177521.0,Wednesday,2014,2,26
2014-02-27,0.014119999999999999,0.014341,0.013692,0.014153,101022,110647376.0,Thursday,2014,2,27
2014-02-28,0.014124000000000001,0.014309,0.013581000000000001,0.013666999999999999,166863,106843191.0,Friday,2014,2,28
2014-03-01,0.013687000000000001,0.013992,0.013483000000000002,0.013799,111575,107881407.0,Saturday,2014,3,1
2014-03-02,0.013784999999999999,0.013786000000000001,0.013341,0.013543000000000001,62982,105880027.0,Sunday,2014,3,2
2014-03-03,0.013590000000000001,0.015717,0.013363,0.015596,127717,121931718.0,Monday,2014,3,3
2014-03-04,0.015309,0.018208000000000002,0.015127000000000002,0.016135,179747,126138525.0,Tuesday,2014,3,4
2014-03-05,0.015996,0.016155000000000003,0.015431,0.016008,122347,125151907.0,Wednesday,2014,3,5
2014-03-06,0.015992,0.016118,0.015635,0.015921,142277,124468623.0,Thursday,2014,3,6
2014-03-07,0.015928,0.016019,0.014813999999999999,0.015009,169553,117338708.0,Friday,2014,3,7
2014-03-08,0.015019,0.0151,0.014259,0.014403999999999998,56617,112612012.0,Saturday,2014,3,8
2014-03-09,0.014449000000000002,0.015503,0.014199000000000002,0.014745,47281,115276349.0,Sunday,2014,3,9
2014-03-10,0.014688,0.015013999999999998,0.014009,0.014745,101610,115275567.0,Monday,2014,3,10
2014-03-11,0.014773,0.014851,0.014034,0.014279,33228,111631648.0,Tuesday,2014,3,11
2014-03-12,0.014199000000000002,0.015178,0.014163999999999998,0.014353,135171,112212518.0,Wednesday,2014,3,12
2014-03-13,0.014379,0.014506999999999999,0.014243,0.014333000000000002,57138,112055378.0,Thursday,2014,3,13
2014-03-14,0.014333000000000002,0.014369999999999999,0.014133000000000001,0.014197999999999999,121852,110999181.0,Friday,2014,3,14
2014-03-15,0.014206,0.014438,0.014169999999999999,0.014344999999999998,37093,112145284.0,Saturday,2014,3,15
2014-03-16,0.014358000000000001,0.014487,0.014208000000000002,0.014306000000000001,82339,111843513.0,Sunday,2014,3,16
2014-03-17,0.014302,0.014362999999999999,0.013909999999999999,0.014112000000000001,121541,110322152.0,Monday,2014,3,17
2014-03-18,0.014102000000000002,0.014122,0.013656,0.01405,87514,109841352.0,Tuesday,2014,3,18
2014-03-19,0.014047,0.014237,0.01385,0.013963,132717,109158850.0,Wednesday,2014,3,19
2014-03-20,0.013940000000000001,0.014115,0.013561000000000002,0.013637999999999999,162797,106621163.0,Thursday,2014,3,20
2014-03-21,0.013687999999999999,0.013883000000000001,0.013009,0.01325,192607,103587040.0,Friday,2014,3,21
2014-03-22,0.013244999999999998,0.013374,0.012889,0.012953999999999999,137122,101272163.0,Saturday,2014,3,22
2014-03-23,0.012961000000000002,0.013075,0.012648999999999999,0.012651,137413,98902560.0,Sunday,2014,3,23
2014-03-24,0.01267,0.012924000000000001,0.012296,0.012871,115538,100627187.0,Monday,2014,3,24
2014-03-25,0.01287,0.012919,0.012598,0.012830000000000001,90025,100307435.0,Tuesday,2014,3,25
2014-03-26,0.012824,0.012824,0.012527,0.012594,154104,98456159.0,Wednesday,2014,3,26
2014-03-27,0.012579,0.012584,0.010226,0.010226,272507,79948086.0,Thursday,2014,3,27
2014-03-28,0.010319,0.01119,0.010147,0.010551000000000001,220765,82488901.0,Friday,2014,3,28
2014-03-29,0.010626,0.01063,0.010338,0.010338,121921,80824472.0,Saturday,2014,3,29
2014-03-30,0.010357,0.010358,0.009281000000000001,0.009653,177965,75463510.0,Sunday,2014,3,30
2014-03-31,0.009677,0.009903,0.0087,0.008785,244598,68678051.0,Monday,2014,3,31
2014-04-01,0.008785,0.009319,0.008588,0.008757,172709,68458134.0,Tuesday,2014,4,1
2014-04-02,0.008795,0.009021,0.0077069999999999994,0.007922,306889,61931056.0,Wednesday,2014,4,2
2014-04-03,0.007901,0.008027,0.007176,0.007944,172873,62108287.0,Thursday,2014,4,3
2014-04-04,0.007959,0.008265,0.007657,0.008094,132007,63275967.0,Friday,2014,4,4
2014-04-05,0.008076,0.008352,0.007894,0.008324,73596,65075567.0,Saturday,2014,4,5
2014-04-06,0.00835,0.008365000000000001,0.008137,0.008246999999999999,95708,64471714.0,Sunday,2014,4,6
2014-04-07,0.008263,0.008269,0.007995,0.008034999999999999,62187,62814321.0,Monday,2014,4,7
2014-04-08,0.008005,0.008189,0.00798,0.008013,65204,62642875.0,Tuesday,2014,4,8
2014-04-09,0.008014,0.008154,0.007818,0.007866,221844,61493410.0,Wednesday,2014,4,9
2014-04-10,0.007857,0.007936,0.006219,0.006318,332953,49396946.0,Thursday,2014,4,10
2014-04-11,0.006296,0.007227,0.006064,0.006581999999999999,345888,51456022.0,Friday,2014,4,11
2014-04-12,0.006581,0.006745999999999999,0.006229,0.006257,182421,48919273.0,Saturday,2014,4,12
2014-04-13,0.006271,0.006312,0.005784,0.005987,153005,46807035.0,Sunday,2014,4,13
2014-04-14,0.0059960000000000005,0.006603,0.005933,0.006518,466329,50955129.0,Monday,2014,4,14
2014-04-15,0.006513,0.007719,0.006375,0.007719,274616,60350200.0,Tuesday,2014,4,15
2014-04-16,0.007753,0.007857,0.006809999999999999,0.007023000000000001,1024970,54902382.0,Wednesday,2014,4,16
2014-04-17,0.0071010000000000005,0.007159,0.0061990000000000005,0.006339,261187,49554476.0,Thursday,2014,4,17
2014-04-18,0.006345,0.006392,0.0060609999999999995,0.00621,209538,48547688.0,Friday,2014,4,18
2014-04-19,0.006209,0.00657,0.006146,0.0064730000000000005,207541,50604732.0,Saturday,2014,4,19
2014-04-20,0.006475,0.006555,0.006159,0.006214,162830,48577865.0,Sunday,2014,4,20
2014-04-21,0.006206000000000001,0.006353,0.0061200000000000004,0.006142,172813,48015525.0,Monday,2014,4,21
2014-04-22,0.006139,0.0062369999999999995,0.006056000000000001,0.006059,205655,47371800.0,Tuesday,2014,4,22
2014-04-23,0.006064,0.006145,0.006032,0.00611,248284,47768870.0,Wednesday,2014,4,23
2014-04-24,0.006104999999999999,0.006104999999999999,0.005879,0.006069,201064,47450291.0,Thursday,2014,4,24
2014-04-25,0.006069,0.006072,0.005234,0.005490999999999999,115698,42927017.0,Friday,2014,4,25
2014-04-26,0.005490999999999999,0.00557,0.005357,0.0053939999999999995,62246,42171574.0,Saturday,2014,4,26
2014-04-27,0.005379999999999999,0.005392,0.0048590000000000005,0.0048590000000000005,183777,37983608.0,Sunday,2014,4,27
